"","frame","sigma","lambda","rep","TP","FP","TN","FN","auc","Reach","KG","Sensitivity","X1.Specificity"
"205",11,1.125,0.002,5,337,50,473,209,0.764793842231701,0.576752704659681,0.84510726180277,0.617216117216117,0.095602294455067
"206",11,1.125,0.002,6,361,66,526,225,0.831772899179043,0.567863585045225,0.819027476229692,0.616040955631399,0.111486486486487
"207",11,1.125,0.002,7,332,67,529,291,0.763307011968501,0.473745854408967,0.789050497291178,0.532905296950241,0.11241610738255
"208",11,1.125,0.002,8,233,56,733,532,0.672238375705162,0.251445844367761,0.766967476623313,0.304575163398693,0.0709759188846641
"209",11,1.125,0.002,9,402,70,464,120,0.854721827600557,0.735434007134364,0.829783665939963,0.770114942528736,0.131086142322097
"210",11,1.125,0.002,10,234,77,549,411,0.653713747925799,0.273418901173381,0.660952732038994,0.362790697674419,0.123003194888179
"211",11,1.125,0.002,11,913,199,1693,942,0.630989611529322,0.432493078364536,0.786299725135406,0.492183288409703,0.105179704016913
"212",11,1.125,0.002,12,222,59,741,556,0.74391307840617,0.228444851499919,0.741542792792793,0.285347043701799,0.07375
"213",11,1.125,0.002,13,68,47,491,384,0.724154521827812,0.0691202710740226,0.419308987535535,0.150442477876106,0.087360594795539
"214",11,1.125,0.002,14,268,59,519,286,0.769549548424169,0.425067646056357,0.788991891752311,0.483754512635379,0.102076124567474
"215",11,1.125,0.002,15,310,44,373,107,0.880199437572244,0.71313672922252,0.858064516129032,0.743405275779377,0.105515587529976
"216",11,1.125,0.002,16,862,126,939,141,0.917545017529571,0.840558197611638,0.86233783209699,0.859421734795613,0.11830985915493
"217",11,1.125,0.002,17,217,43,431,238,0.741850976028191,0.424736748170623,0.809786307336328,0.476923076923077,0.0907172995780591
"218",11,1.125,0.002,18,699,231,2056,1534,0.713517337720103,0.235848111368036,0.677330911233676,0.313031795790416,0.10100568430258
"219",11,1.125,0.002,19,376,70,725,393,0.676543088712777,0.439603605219497,0.819918372808778,0.488946684005202,0.0880503144654088
"220",11,1.125,0.002,20,146,36,281,179,0.785586022809998,0.378669586641117,0.747201935957824,0.449230769230769,0.113564668769716
"221",12,1.125,0.112888888888889,1,149,38,362,252,0.802300498753117,0.305603394827848,0.744328859060403,0.371571072319202,0.095
"222",12,1.125,0.112888888888889,2,733,141,878,224,0.892182287837257,0.728346222415816,0.819343791294196,0.765935214211076,0.138370951913641
"223",12,1.125,0.112888888888889,3,397,64,489,193,0.883872253041959,0.630068281861981,0.828004791815652,0.672881355932203,0.115732368896926
"224",12,1.125,0.112888888888889,4,743,410,2777,2298,0.557629869041105,0.132759027180685,0.473462387787533,0.244327523840842,0.128647631000941
"225",12,1.125,0.112888888888889,5,390,69,454,156,0.776857941293888,0.670862177470107,0.815296367112811,0.714285714285714,0.131931166347992
"226",12,1.125,0.112888888888889,6,406,83,509,180,0.833476501245273,0.642744590544265,0.797638463586739,0.692832764505119,0.140202702702703
"227",12,1.125,0.112888888888889,7,334,82,514,289,0.775633705710623,0.462110660729119,0.743368966764458,0.536115569823435,0.13758389261745
"228",12,1.125,0.112888888888889,8,283,74,715,482,0.672655881110366,0.304725078842726,0.746469790001209,0.369934640522876,0.0937896070975919
"229",12,1.125,0.112888888888889,9,442,85,449,80,0.867367658243288,0.817730333051737,0.812013828867762,0.846743295019157,0.159176029962547
"230",12,1.125,0.112888888888889,10,240,99,527,405,0.645847883696164,0.254137063677684,0.574980031948882,0.372093023255814,0.15814696485623
"231",12,1.125,0.112888888888889,11,991,218,1674,864,0.649960679951904,0.473576210764281,0.784322112543547,0.534231805929919,0.115221987315011
"232",12,1.125,0.112888888888889,12,231,77,723,547,0.739665006426735,0.222036146163337,0.675833333333334,0.296915167095116,0.0962499999999999
"233",12,1.125,0.112888888888889,13,80,68,470,372,0.709942593019048,0.0579175296554322,0.285873605947956,0.176991150442478,0.12639405204461
"234",12,1.125,0.112888888888889,14,356,78,500,198,0.783293568011193,0.58684476534296,0.78999650091365,0.642599277978339,0.134948096885813
"235",12,1.125,0.112888888888889,15,370,54,363,47,0.902472266790884,0.870523415977961,0.854054054054054,0.887290167865707,0.129496402877698
"236",12,1.125,0.112888888888889,16,867,158,907,136,0.915090409522606,0.840786350980136,0.82837153640799,0.864406779661017,0.148356807511737
"237",12,1.125,0.112888888888889,17,235,55,419,220,0.754615848286734,0.45301476566393,0.7753388993626,0.516483516483517,0.116033755274262
"238",12,1.125,0.112888888888889,18,877,284,2003,1356,0.725896542129222,0.306644153787232,0.683814969245136,0.392745185848634,0.124180148666375
"239",12,1.125,0.112888888888889,19,402,84,711,367,0.681628513711346,0.466373667374474,0.797878531868957,0.522756827048114,0.105660377358491
"240",12,1.125,0.112888888888889,20,186,44,273,139,0.795981557874302,0.503375598760214,0.757470913469692,0.572307692307692,0.138801261829653
"241",13,1.125,0.223777777777778,1,152,43,357,249,0.796571072319202,0.304260357509587,0.716398026315789,0.379052369077307,0.1075
"242",13,1.125,0.223777777777778,2,799,150,869,158,0.909736941681715,0.806402583832051,0.823687853192349,0.834900731452456,0.14720314033366
"243",13,1.125,0.223777777777778,3,406,68,485,184,0.889196064609066,0.644410274331644,0.821306086817093,0.688135593220339,0.122965641952984
"244",13,1.125,0.223777777777778,4,767,424,2763,2274,0.560884727054695,0.137467995305562,0.472521394566993,0.252219664584018,0.133040476937559
"245",13,1.125,0.223777777777778,5,408,75,448,138,0.781582025367876,0.704940149136578,0.808092453042403,0.747252747252747,0.1434034416826
"246",13,1.125,0.223777777777778,6,421,88,504,165,0.837391038649571,0.66926702421583,0.793092379790717,0.718430034129693,0.148648648648649
"247",13,1.125,0.223777777777778,7,337,87,509,286,0.78052183093281,0.462465350812186,0.730144584071854,0.540930979133226,0.145973154362416
"248",13,1.125,0.223777777777778,8,273,85,704,492,0.672582983341203,0.279211229946524,0.698115572640288,0.356862745098039,0.107731305449937
"249",13,1.125,0.223777777777778,9,455,94,440,67,0.873229583710018,0.844226750261233,0.798049141869367,0.871647509578544,0.176029962546816
"250",13,1.125,0.223777777777778,10,249,103,523,396,0.646353121826783,0.265134065543155,0.573790369144309,0.386046511627907,0.164536741214057
"251",13,1.125,0.223777777777778,11,1019,234,1658,836,0.660935532216796,0.485720788531631,0.774853886100663,0.549326145552561,0.123678646934461
"252",13,1.125,0.223777777777778,12,242,86,714,536,0.736699068123393,0.228071691401496,0.654400826446281,0.311053984575835,0.1075
"253",13,1.125,0.223777777777778,13,92,74,464,360,0.707002335756818,0.0765181568507781,0.32422822046226,0.20353982300885,0.137546468401487
"254",13,1.125,0.223777777777778,14,381,84,494,173,0.787628196319938,0.634626346482702,0.788682124077051,0.687725631768953,0.145328719723183
"255",13,1.125,0.223777777777778,15,385,58,359,32,0.904761083219755,0.910863509749304,0.849350649350649,0.92326139088729,0.139088729016787
"256",13,1.125,0.223777777777778,16,870,170,895,133,0.91500334676721,0.842210797774275,0.815973234040257,0.867397806580259,0.15962441314554
"257",13,1.125,0.223777777777778,17,250,58,416,205,0.762206148282098,0.486633558748943,0.777299578059072,0.549450549450549,0.122362869198312
"258",13,1.125,0.223777777777778,18,931,300,1987,1302,0.730786033169822,0.328894869946186,0.685374345351792,0.41692789968652,0.131176213379974
"259",13,1.125,0.223777777777778,19,403,91,704,366,0.683982301608722,0.462536204043031,0.781578413471292,0.52405721716515,0.114465408805031
"260",13,1.125,0.223777777777778,20,193,47,270,132,0.795768017471488,0.523145299145299,0.750330985109756,0.593846153846154,0.148264984227129
"261",14,1.125,0.334666666666667,1,152,46,354,249,0.793360349127182,0.298364258844414,0.696611842105263,0.379052369077307,0.115
"262",14,1.125,0.334666666666667,2,852,154,865,105,0.918728074628044,0.87074854585319,0.830246444318512,0.890282131661442,0.151128557409225
"263",14,1.125,0.334666666666667,3,416,68,485,174,0.893410365648083,0.663735802900577,0.825601613576297,0.705084745762712,0.122965641952984
"264",14,1.125,0.334666666666667,4,784,443,2744,2257,0.563045965157491,0.137988429270332,0.460834592701216,0.257809930943768,0.139002196422968
"265",14,1.125,0.334666666666667,5,415,80,443,131,0.783143879702197,0.716745632095519,0.798751410997719,0.76007326007326,0.152963671128107
"266",14,1.125,0.334666666666667,6,439,95,497,147,0.84021596254958,0.701196942748642,0.785792341316259,0.749146757679181,0.160472972972973
"267",14,1.125,0.334666666666667,7,340,92,504,283,0.784389240199511,0.462827078396902,0.717153572838531,0.545746388443018,0.154362416107383
"268",14,1.125,0.334666666666667,8,271,91,698,494,0.673242376798628,0.270060115736839,0.674420888695579,0.354248366013072,0.115335868187579
"269",14,1.125,0.334666666666667,9,465,101,433,57,0.876210771018985,0.865334076610655,0.787676694454512,0.890804597701149,0.189138576779026
"270",14,1.125,0.334666666666667,10,262,111,515,383,0.647643460385863,0.278217806878904,0.563477062653952,0.406201550387597,0.177316293929712
"271",14,1.125,0.334666666666667,11,1055,246,1646,800,0.669349167725649,0.504278934802331,0.771384627716602,0.568733153638814,0.130021141649049
"272",14,1.125,0.334666666666667,12,248,91,709,530,0.734711600257069,0.231329835642365,0.643155241935484,0.318766066838046,0.11375
"273",14,1.125,0.334666666666667,13,98,77,461,354,0.706866631575484,0.0860000383928743,0.339883165161976,0.216814159292035,0.143122676579926
"274",14,1.125,0.334666666666667,14,400,90,488,154,0.789842354440183,0.670755163638516,0.784342560553633,0.72202166064982,0.155709342560554
"275",14,1.125,0.334666666666667,15,385,64,353,32,0.905002616611747,0.909348441926346,0.833766233766234,0.92326139088729,0.15347721822542
"276",14,1.125,0.334666666666667,16,878,177,888,125,0.915302917538464,0.850532860876829,0.810141486733614,0.875373878364905,0.166197183098592
"277",14,1.125,0.334666666666667,17,255,61,413,200,0.765368386887374,0.495516589947583,0.770373128154215,0.56043956043956,0.128691983122363
"278",14,1.125,0.334666666666667,18,965,316,1971,1268,0.733166551495035,0.341114317023623,0.680270780328552,0.432154052843708,0.138172278093572
"279",14,1.125,0.334666666666667,19,404,94,701,365,0.685390648641133,0.461710838501194,0.774936172862569,0.525357607282185,0.118238993710692
"280",14,1.125,0.334666666666667,20,197,50,267,128,0.794079107012861,0.532399884759435,0.739787666736057,0.606153846153846,0.157728706624606
"281",15,1.125,0.445555555555556,1,154,48,352,247,0.791957605985037,0.300045341192473,0.687532467532468,0.384039900249377,0.12
"282",15,1.125,0.445555555555556,2,881,158,861,76,0.923710729165705,0.906011939653655,0.831570200247511,0.920585161964472,0.155053974484789
"283",15,1.125,0.445555555555556,3,422,69,484,168,0.896395623256812,0.674660316570948,0.82555299400941,0.715254237288136,0.124773960216998
"284",15,1.125,0.445555555555556,4,796,450,2737,2245,0.564574494769579,0.140378654070896,0.460571606069254,0.261756001315357,0.141198619391277
"285",15,1.125,0.445555555555556,5,421,85,438,125,0.783798737909637,0.726633716359744,0.789220784529232,0.771062271062271,0.162523900573614
"286",15,1.125,0.445555555555556,6,451,97,495,135,0.842207822156628,0.724480297859137,0.787102235272967,0.76962457337884,0.163851351351351
"287",15,1.125,0.445555555555556,7,346,96,500,277,0.78802503581932,0.47000963081862,0.709974007836443,0.5553772070626,0.161073825503356
"288",15,1.125,0.445555555555556,8,268,97,692,497,0.673949816513001,0.259259888926669,0.649069292321662,0.350326797385621,0.122940430925222
"289",15,1.125,0.445555555555556,9,468,103,431,54,0.878191054285591,0.87182974637971,0.784860270815327,0.896551724137931,0.192883895131086
"290",15,1.125,0.445555555555556,10,276,111,515,369,0.648785199494762,0.30460149017837,0.585619530490346,0.427906976744186,0.177316293929712
"291",15,1.125,0.445555555555556,11,1071,261,1631,784,0.675243470877521,0.509725483844846,0.761068275090163,0.577358490566038,0.137949260042283
"292",15,1.125,0.445555555555556,12,251,96,704,527,0.733745983290488,0.230252395419491,0.62804780876494,0.322622107969152,0.12
"293",15,1.125,0.445555555555556,13,111,79,459,341,0.706813172352535,0.115728690689649,0.402056331424361,0.245575221238938,0.146840148698885
"294",15,1.125,0.445555555555556,14,409,95,483,145,0.790654316515309,0.686787601557654,0.777370749824452,0.73826714801444,0.164359861591695
"295",15,1.125,0.445555555555556,15,385,67,350,32,0.90446204187729,0.908571428571429,0.825974025974026,0.92326139088729,0.160671462829736
"296",15,1.125,0.445555555555556,16,881,184,881,122,0.91522521636967,0.852960980848601,0.803305036423612,0.878364905284148,0.172769953051643
"297",15,1.125,0.445555555555556,17,256,63,411,199,0.768141141558863,0.495596374428491,0.763770767405063,0.562637362637363,0.132911392405063
"298",15,1.125,0.445555555555556,18,978,330,1957,1255,0.734333998254509,0.343204238187763,0.670543831364796,0.437975817286162,0.144293834717971
"299",15,1.125,0.445555555555556,19,406,96,699,363,0.686293561024282,0.463128638162264,0.77127985872293,0.527958387516255,0.120754716981132
"300",15,1.125,0.445555555555556,20,200,53,264,125,0.793147294346032,0.538170163170163,0.728312302839117,0.615384615384615,0.167192429022082
"301",16,1.125,0.556444444444444,1,154,48,352,247,0.790193266832918,0.300045341192473,0.687532467532468,0.384039900249377,0.12
"302",16,1.125,0.556444444444444,2,893,162,857,64,0.926943968465406,0.920482741550621,0.829626788663765,0.93312434691745,0.158979391560353
"303",16,1.125,0.556444444444444,3,433,73,480,157,0.898617709259202,0.693428672316384,0.820128712168353,0.733898305084746,0.132007233273056
"304",16,1.125,0.556444444444444,4,811,459,2728,2230,0.565749421642324,0.143305181097822,0.459959677434956,0.266688589279842,0.144022591779103
"305",16,1.125,0.556444444444444,5,423,86,437,123,0.784257488846399,0.730392033595695,0.787749345700609,0.774725274725275,0.164435946462715
"306",16,1.125,0.556444444444444,6,458,99,493,128,0.842896757679181,0.737706733864547,0.786033577245368,0.781569965870307,0.16722972972973
"307",16,1.125,0.556444444444444,7,350,97,499,273,0.79063203593782,0.476616153655626,0.710302013422819,0.561797752808989,0.162751677852349
"308",16,1.125,0.556444444444444,8,267,99,690,498,0.674839500650281,0.255618073316283,0.640492160464818,0.349019607843137,0.125475285171103
"309",16,1.125,0.556444444444444,9,471,107,427,51,0.879292407479157,0.877816361140273,0.777928862806842,0.902298850574713,0.200374531835206
"310",16,1.125,0.556444444444444,10,282,114,512,363,0.650055724793818,0.311900436046512,0.58347495071715,0.437209302325581,0.182108626198083
"311",16,1.125,0.556444444444444,11,1083,266,1626,772,0.680002336408655,0.515745152060685,0.759189199213679,0.583827493261456,0.140591966173362
"312",16,1.125,0.556444444444444,12,256,101,699,522,0.732518476863753,0.232101680329225,0.616318359375,0.329048843187661,0.12625
"313",16,1.125,0.556444444444444,13,117,81,457,335,0.706258018883442,0.127485912356461,0.418358593079783,0.258849557522124,0.150557620817844
"314",16,1.125,0.556444444444444,14,416,101,477,138,0.790435711341236,0.698158617714506,0.767292720255523,0.750902527075812,0.174740484429066
"315",16,1.125,0.556444444444444,15,386,72,345,31,0.903967473503212,0.910144927536232,0.813471502590674,0.925659472422062,0.172661870503597
"316",16,1.125,0.556444444444444,16,884,186,879,119,0.915153132152837,0.856250361543356,0.801841820151679,0.88135593220339,0.174647887323944
"317",16,1.125,0.556444444444444,17,260,64,410,195,0.770886075949367,0.504529616724739,0.763713080168776,0.571428571428571,0.135021097046414
"318",16,1.125,0.556444444444444,18,994,340,1947,1239,0.735073198441864,0.348247363921345,0.666024129033053,0.445141065830721,0.14866637516397
"319",16,1.125,0.556444444444444,19,407,96,699,362,0.686949481070736,0.464607622630137,0.771841824672013,0.52925877763329,0.120754716981132
"320",16,1.125,0.556444444444444,20,201,56,261,124,0.791555447706867,0.536598880047156,0.714361944222107,0.618461538461539,0.176656151419558
"321",17,1.125,0.667333333333333,1,154,50,350,247,0.789856608478803,0.296045600285002,0.674512987012987,0.384039900249377,0.125
"322",17,1.125,0.667333333333333,2,906,162,857,51,0.929224566055807,0.936634684673151,0.832071437391547,0.946708463949843,0.158979391560353
"323",17,1.125,0.667333333333333,3,438,75,478,152,0.900239065804395,0.701950216296717,0.817310312368401,0.742372881355932,0.135623869801085
"324",17,1.125,0.667333333333333,4,820,465,2722,2221,0.566685173974715,0.14488193561372,0.458905079323777,0.269648142058533,0.145905240037653
"325",17,1.125,0.667333333333333,5,426,88,435,120,0.784586668907893,0.735758494379184,0.784342767888401,0.78021978021978,0.168260038240918
"326",17,1.125,0.667333333333333,6,462,104,488,124,0.843669287888571,0.743299949644715,0.777173277173277,0.78839590443686,0.175675675675676
"327",17,1.125,0.667333333333333,7,353,97,499,270,0.79301550195525,0.482367624494575,0.712764035971633,0.56661316211878,0.162751677852349
"328",17,1.125,0.667333333333333,8,270,102,687,495,0.675833561138862,0.256871307474955,0.633713561470216,0.352941176470588,0.129277566539924
"329",17,1.125,0.667333333333333,9,472,109,425,50,0.880325598748691,0.879648411088573,0.774257284326795,0.904214559386973,0.204119850187266
"330",17,1.125,0.667333333333333,10,288,115,511,357,0.651232137107759,0.321949665498566,0.588574946751864,0.446511627906977,0.18370607028754
"331",17,1.125,0.667333333333333,11,1096,271,1621,759,0.683812961939333,0.522431163752035,0.757572703353343,0.590835579514825,0.14323467230444
"332",17,1.125,0.667333333333333,12,258,106,694,520,0.731483772493573,0.229532607809873,0.600445736434109,0.331619537275064,0.1325
"333",17,1.125,0.667333333333333,13,137,83,455,315,0.706208671908412,0.175970047651464,0.491004802865438,0.303097345132743,0.154275092936803
"334",17,1.125,0.667333333333333,14,417,103,475,137,0.790160893408117,0.699084172525176,0.763253756856107,0.752707581227437,0.178200692041522
"335",17,1.125,0.667333333333333,15,386,72,345,31,0.903432649563802,0.910144927536232,0.813471502590674,0.925659472422062,0.172661870503597
"336",17,1.125,0.667333333333333,16,887,190,875,116,0.914792711068672,0.859233727389261,0.798264975043799,0.884346959122632,0.178403755868545
"337",17,1.125,0.667333333333333,17,263,65,409,192,0.773102425001159,0.51095945619173,0.762758498981245,0.578021978021978,0.137130801687764
"338",17,1.125,0.667333333333333,18,999,345,1942,1234,0.73552318043671,0.349206246716812,0.662808851702599,0.447380206000896,0.15085264538697
"339",17,1.125,0.667333333333333,19,407,97,698,362,0.687404208683989,0.463840584840209,0.769465177012347,0.52925877763329,0.122012578616352
"340",17,1.125,0.667333333333333,20,204,57,260,121,0.7905945158942,0.54607100591716,0.713536834292076,0.627692307692308,0.17981072555205
"341",18,1.125,0.778222222222222,1,154,50,350,247,0.788316708229426,0.296045600285002,0.674512987012987,0.384039900249377,0.125
"342",18,1.125,0.778222222222222,2,922,163,856,35,0.930809909524674,0.956463197882792,0.833966991585047,0.963427377220481,0.159960745829244
"343",18,1.125,0.778222222222222,3,440,75,478,150,0.902022864498728,0.705871923977023,0.818140720039454,0.745762711864407,0.135623869801085
"344",18,1.125,0.778222222222222,4,826,468,2719,2215,0.567446652882316,0.146251081970457,0.459369973811588,0.271621177244328,0.146846564166928
"345",18,1.125,0.778222222222222,5,428,88,435,118,0.784460599948172,0.740162519472864,0.785350511963689,0.783882783882784,0.168260038240918
"346",18,1.125,0.778222222222222,6,468,104,488,118,0.844130499953879,0.755720919823197,0.78003003003003,0.798634812286689,0.175675675675676
"347",18,1.125,0.778222222222222,7,357,101,495,266,0.795439365701789,0.485915333106344,0.704270298723516,0.573033707865168,0.169463087248322
"348",18,1.125,0.778222222222222,8,272,104,685,493,0.676951879188515,0.257712895377129,0.629277566539924,0.355555555555556,0.131812420785805
"349",18,1.125,0.778222222222222,9,474,111,423,48,0.881599150487178,0.883916197929404,0.771085194140236,0.908045977011494,0.207865168539326
"350",18,1.125,0.778222222222222,10,292,116,510,353,0.652101443891324,0.328232254141967,0.59068230557136,0.452713178294574,0.185303514376997
"351",18,1.125,0.778222222222222,11,1104,273,1619,751,0.686869668286957,0.526881090287339,0.757553256273555,0.595148247978437,0.144291754756871
"352",18,1.125,0.778222222222222,12,258,107,693,520,0.730683643958869,0.228420822251156,0.596676356589147,0.331619537275064,0.13375
"353",18,1.125,0.778222222222222,13,145,85,453,307,0.7057563246373,0.193352087362519,0.507499038584797,0.320796460176991,0.157992565055762
"354",18,1.125,0.778222222222222,14,419,106,472,135,0.790023484441557,0.701592424891391,0.75752120306216,0.756317689530686,0.183391003460208
"355",18,1.125,0.778222222222222,15,386,72,345,31,0.902644790642306,0.910144927536232,0.813471502590674,0.925659472422062,0.172661870503597
"356",18,1.125,0.778222222222222,16,888,191,874,115,0.914587692322095,0.860287558377499,0.797431586516094,0.885343968095713,0.179342723004695
"357",18,1.125,0.778222222222222,17,265,67,407,190,0.774943200259656,0.513675513675514,0.757304354748826,0.582417582417582,0.141350210970464
"358",18,1.125,0.778222222222222,18,1005,351,1936,1228,0.73583335079347,0.350363443908613,0.658992749414275,0.450067174205105,0.153476169654569
"359",18,1.125,0.778222222222222,19,407,98,697,362,0.687746072249348,0.463071346081012,0.76708852935268,0.52925877763329,0.123270440251572
"360",18,1.125,0.778222222222222,20,206,58,259,119,0.790274205289978,0.551850311850312,0.711341153410309,0.633846153846154,0.182965299684543
"361",19,1.125,0.889111111111111,1,154,51,349,247,0.787568578553616,0.294028538967767,0.668003246753247,0.384039900249377,0.1275
"362",19,1.125,0.889111111111111,2,930,164,855,27,0.931831256287281,0.966375185612935,0.83438538731837,0.971786833855799,0.160942100098135
"363",19,1.125,0.889111111111111,3,442,76,477,148,0.903331596530481,0.709185232562271,0.816549794211745,0.749152542372881,0.137432188065099
"364",19,1.125,0.889111111111111,4,831,474,2713,2210,0.568099894476358,0.146294413745648,0.455733411569338,0.273265373232489,0.148729212425479
"365",19,1.125,0.889111111111111,5,429,88,435,117,0.784253986930851,0.742364532019704,0.78585086042065,0.785714285714286,0.168260038240918
"366",19,1.125,0.889111111111111,6,471,105,487,115,0.844214094640716,0.761442557694599,0.779329488724393,0.803754266211604,0.177364864864865
"367",19,1.125,0.889111111111111,7,365,102,494,258,0.797518502159932,0.500367166836711,0.707888204468144,0.585874799357945,0.171140939597315
"368",19,1.125,0.889111111111111,8,276,105,684,489,0.678232560451303,0.26265909872721,0.631137378079021,0.36078431372549,0.133079847908745
"369",19,1.125,0.889111111111111,9,476,112,422,46,0.882270007318438,0.888489404586806,0.769993390614673,0.911877394636015,0.209737827715356
"370",19,1.125,0.889111111111111,10,296,116,510,349,0.652765188102137,0.335844353245174,0.596213625766342,0.458914728682171,0.185303514376997
"371",19,1.125,0.889111111111111,11,1112,278,1614,743,0.689598707567115,0.530470913202203,0.754889006342495,0.599460916442048,0.146934460887949
"372",19,1.125,0.889111111111111,12,259,113,687,519,0.729888335475578,0.22317890459245,0.575704633204633,0.332904884318766,0.14125
"373",19,1.125,0.889111111111111,13,147,86,452,305,0.705933151297825,0.196834129532461,0.50848443466606,0.325221238938053,0.159851301115242
"374",19,1.125,0.889111111111111,14,420,106,472,134,0.789786141681136,0.703802851373677,0.758098533531059,0.75812274368231,0.183391003460208
"375",19,1.125,0.889111111111111,15,386,73,344,31,0.902000701596996,0.909883720930233,0.810880829015544,0.925659472422062,0.175059952038369
"376",19,1.125,0.889111111111111,16,890,194,871,113,0.9143948436381,0.862244494988055,0.794712243498444,0.887337986041874,0.182159624413146
"377",19,1.125,0.889111111111111,17,266,67,407,189,0.776227569898456,0.516235116235116,0.758216744392627,0.584615384615385,0.141350210970464
"378",19,1.125,0.889111111111111,18,1010,355,1932,1223,0.736000968107477,0.35166901706846,0.656814019836614,0.45230631437528,0.155225185832969
"379",19,1.125,0.889111111111111,19,407,98,697,362,0.688073214417155,0.463071346081012,0.76708852935268,0.52925877763329,0.123270440251572
"380",19,1.125,0.889111111111111,20,208,58,259,117,0.789740354282941,0.559382239382239,0.714116719242902,0.64,0.182965299684543
"381",20,1.125,1,1,154,52,348,247,0.787213216957606,0.291999885344111,0.661493506493506,0.384039900249377,0.13
"382",20,1.125,1,2,935,164,855,22,0.932567528351089,0.972602003092021,0.835271026958379,0.977011494252874,0.160942100098135
"383",20,1.125,1,3,444,78,475,146,0.904505470928985,0.711907225691347,0.81257025560823,0.752542372881356,0.141048824593128
"384",20,1.125,1,4,834,479,2708,2207,0.568640977862735,0.145879163980985,0.451970648144177,0.274251890825386,0.150298085974271
"385",20,1.125,1,5,429,91,432,117,0.784222469690921,0.740575396825397,0.778550321571354,0.785714285714286,0.173996175908222
"386",20,1.125,1,6,471,106,486,115,0.844257333271838,0.760951698759814,0.777227864807483,0.803754266211604,0.179054054054054
"387",20,1.125,1,7,366,104,492,257,0.799271763603262,0.500280572629161,0.702974291267833,0.587479935794542,0.174496644295302
"388",20,1.125,1,8,279,106,683,486,0.67918520175286,0.266109723538024,0.631628439429249,0.364705882352941,0.134347275031686
"389",20,1.125,1,9,478,114,420,44,0.883443109905721,0.892829775588396,0.766865685675333,0.915708812260536,0.213483146067416
"390",20,1.125,1,10,298,118,508,347,0.65337939916289,0.337050601232985,0.592008491112207,0.462015503875969,0.188498402555911
"391",20,1.125,1,11,1118,279,1613,737,0.691847643361465,0.53397379445643,0.755327487547607,0.602695417789757,0.147463002114165
"392",20,1.125,1,12,262,114,686,516,0.729311535989717,0.226543353294311,0.576851145038168,0.336760925449871,0.1425
"393",20,1.125,1,13,160,88,450,292,0.705912590058229,0.227649950835792,0.537918215613383,0.353982300884956,0.163568773234201
"394",20,1.125,1,14,422,108,470,132,0.789633118059286,0.706982103080114,0.754702438544417,0.76173285198556,0.186851211072664
"395",20,1.125,1,15,386,74,343,31,0.901552139583297,0.909620991253644,0.808290155440414,0.925659472422062,0.177458033573141
"396",20,1.125,1,16,890,196,869,113,0.914289057709501,0.861927451248097,0.792595874874716,0.887337986041874,0.184037558685446
"397",20,1.125,1,17,267,69,405,188,0.777405295126814,0.516418396418396,0.75193192054236,0.586813186813187,0.145569620253165
"398",20,1.125,1,18,1011,359,1928,1222,0.736086539096053,0.35085514714217,0.653290412372516,0.452754142409315,0.156974202011369
"399",20,1.125,1,19,407,101,694,362,0.688374185211538,0.460750328845051,0.759958586373681,0.52925877763329,0.127044025157233
"400",20,1.125,1,20,208,58,259,117,0.789381218150934,0.559382239382239,0.714116719242902,0.64,0.182965299684543
"401",21,1.75,0.002,1,181,62,338,220,0.785604738154614,0.350735587067833,0.656602209944751,0.451371571072319,0.155
"402",21,1.75,0.002,2,937,183,836,20,0.925108415548671,0.974526655767375,0.816578917326401,0.979101358411703,0.179587831207066
"403",21,1.75,0.002,3,464,93,460,126,0.882980353694793,0.743264554163596,0.786158570805014,0.786440677966102,0.168173598553345
"404",21,1.75,0.002,4,962,534,2653,2079,0.601823607847855,0.178735817182759,0.470335895500627,0.316343308122328,0.167555695010982
"405",21,1.75,0.002,5,408,91,432,138,0.769475903319116,0.694012006512007,0.767152176358115,0.747252747252747,0.173996175908222
"406",21,1.75,0.002,6,448,106,486,138,0.853888017710543,0.713142038511777,0.765790902509653,0.764505119453925,0.179054054054054
"407",21,1.75,0.002,7,541,130,466,82,0.909977700453532,0.83166045508718,0.748818370157178,0.868378812199037,0.218120805369127
"408",21,1.75,0.002,8,490,142,647,275,0.780083998111285,0.561626814558899,0.719019166602002,0.640522875816993,0.179974651457541
"409",21,1.75,0.002,9,463,107,427,59,0.880888831489374,0.858650300142669,0.774091780522727,0.886973180076628,0.200374531835206
"410",21,1.75,0.002,10,304,123,503,341,0.733997077544146,0.342037696302803,0.583114385404405,0.471317829457364,0.196485623003195
"411",21,1.75,0.002,11,1040,328,1564,815,0.680264185134742,0.468506352499983,0.690783054155147,0.560646900269542,0.173361522198731
"412",21,1.75,0.002,12,214,92,708,564,0.801567320051414,0.180863578929023,0.581915887850467,0.275064267352185,0.115
"413",21,1.75,0.002,13,300,110,428,152,0.768373523702997,0.577288892564718,0.691945477075589,0.663716814159292,0.204460966542751
"414",21,1.75,0.002,14,433,114,464,121,0.834990568748204,0.727926988671729,0.747652572780233,0.78158844765343,0.197231833910035
"415",21,1.75,0.002,15,386,71,346,31,0.910339354415748,0.910404624277457,0.816062176165803,0.925659472422062,0.170263788968825
