"","frame","sigma","lambda","rep","TP","FP","TN","FN","auc","Reach","KG","Sensitivity","X1.Specificity","avg_metric","Kappa"
"1",1,0.5,0.002,1,296,86,522,312,0.613248788088643,0.402298850574713,0.709459459459459,0.486842105263158,0.141447368421053,0.555879155017086,0.654605263157895
"2",1,0.5,0.002,2,175,109,748,714,0.754820029059961,0.0798138869005011,0.353885647607935,0.196850393700787,0.127187864644107,0.216849767254218,0.93121146570618
"3",1,0.5,0.002,3,720,133,778,247,0.824184930363919,0.700904926853518,0.803922734479815,0.744570837642192,0.145993413830955,0.752413830666667,0.403583639943945
"4",1,0.5,0.002,4,565,137,877,443,0.795152586017971,0.491862138241842,0.758956904225795,0.560515873015873,0.135108481262327,0.625409521233818,0.574210189249055
"5",1,0.5,0.002,5,343,84,613,317,0.759690883005087,0.453880567502101,0.768102362896378,0.51969696969697,0.12051649928264,0.61099146519924,0.597043730710025
"6",1,0.5,0.002,6,1489,679,4281,3499,0.732604965627183,0.187255673836783,0.541415000324964,0.298516439454691,0.136895161290323,0.364335337080874,0.838636220558871
"7",1,0.5,0.002,7,274,80,529,341,0.738654598368644,0.361676425837982,0.705152637445615,0.445528455284553,0.13136288998358,0.533414531641799,0.686489856601602
"8",1,0.5,0.002,8,476,107,728,345,0.847405311180319,0.518017761775374,0.778979016756403,0.579780755176614,0.12814371257485,0.648498389265889,0.547262706746467
"9",1,0.5,0.002,9,1330,278,1890,826,0.818546157980133,0.560530474816189,0.792134395028161,0.616883116883117,0.128228782287823,0.676332434922175,0.511001687033818
"10",1,0.5,0.002,10,476,79,551,154,0.852862181909801,0.720508166969147,0.834033613445378,0.755555555555556,0.125396825396825,0.777270890207263,0.36984126984127
"11",2,0.5,0.2515,1,298,118,490,310,0.606948472126039,0.36734693877551,0.604026845637584,0.490131578947368,0.194078947368421,0.485686892206547,0.703947368421053
"12",2,0.5,0.2515,2,780,141,716,109,0.871939286469005,0.853245125085621,0.812480926308231,0.877390326209224,0.164527421236873,0.832863025696926,0.286657709023709
