"","frame","sigma","lambda","rep","TP","FP","TN","FN","auc","Reach","KG","Sensitivity","X1.Specificity","avg_metric","Kappa"
"170",17,3.875,0.2515,10,692,368,934,580,0.765312678124608,0.364369116399337,0.480461362243947,0.544025157232704,0.282642089093702,0.422415239321642,0.738114078709518
"171",18,3.875,0.501,1,452,235,605,337,0.741982014605589,0.40696980171574,0.511654551201011,0.572877059569075,0.279761904761905,0.459312176458376,0.705729983231312
"172",18,3.875,0.501,2,1129,445,1245,583,0.779263673063098,0.537744435686672,0.600714880949261,0.65946261682243,0.263313609467456,0.569229658317967,0.604058728795584
"173",18,3.875,0.501,3,1754,589,1488,323,0.849100089500778,0.782930107526882,0.664196123147092,0.844487241213288,0.283582089552239,0.723563115336987,0.439094848338951
"174",18,3.875,0.501,4,1335,466,1128,264,0.863496084048766,0.766689287187471,0.649841399630637,0.834896810506567,0.292346298619824,0.708265343409054,0.457341970198968
"175",18,3.875,0.501,5,761,377,802,468,0.74668924789733,0.440199338918773,0.483589848186452,0.61920260374288,0.319762510602205,0.461894593552612,0.70102930820401
"176",18,3.875,0.501,6,1168,504,1434,702,0.767405754871608,0.492658805629517,0.583633741888969,0.624598930481283,0.260061919504644,0.538146273759243,0.634784570268441
"177",18,3.875,0.501,7,5024,1579,4797,1306,0.873159827730768,0.725768046840755,0.687976071194527,0.793680884676145,0.247647427854454,0.706872059017641,0.454051478856441
"178",18,3.875,0.501,8,1587,609,1753,695,0.808324137434593,0.589637996313319,0.629254308530306,0.6954425942156,0.257832345469941,0.609446152421812,0.562110286107639
"179",18,3.875,0.501,9,854,416,1168,711,0.721512650466325,0.383876756094359,0.518723535116978,0.545686900958467,0.262626262626263,0.451300145605668,0.716618995358736
"180",18,3.875,0.501,10,668,348,954,604,0.766070462471862,0.351944147778964,0.491045558652281,0.525157232704403,0.267281105990783,0.421494853215623,0.74152456206606
"181",19,3.875,0.7505,1,449,226,614,340,0.739478846037781,0.410460608612725,0.527219217308304,0.569074778200254,0.269047619047619,0.468839912960514,0.698651063191347
"182",19,3.875,0.7505,2,1110,425,1265,602,0.781177418016922,0.530226072180562,0.612132842902074,0.648364485981308,0.251479289940828,0.571179457541318,0.603381703748963
"183",19,3.875,0.7505,3,1720,554,1523,357,0.851289740744458,0.765594221930401,0.677906976744186,0.828117477130477,0.266730861819933,0.721750599337293,0.438613384689456
"184",19,3.875,0.7505,4,1333,445,1149,266,0.864642503195614,0.769218250527554,0.665119385241542,0.83364602876798,0.279171894604768,0.717168817884548,0.445428498384352
"185",19,3.875,0.7505,5,746,357,822,483,0.746039140339726,0.436314017093002,0.501152883231348,0.60699755899105,0.302798982188295,0.468733450162175,0.696461294047892
"186",19,3.875,0.7505,6,1153,487,1451,717,0.766995441576574,0.48788922999812,0.592443815523197,0.616577540106952,0.251289989680083,0.540166522760658,0.633922527265889
"187",19,3.875,0.7505,7,4986,1496,4880,1344,0.873696124982904,0.722588765441691,0.702124543451904,0.787677725118483,0.234629861982434,0.712356654446797,0.447000037855912
"188",19,3.875,0.7505,8,1527,582,1780,755,0.804308430072704,0.560973027799387,0.631769553623265,0.669149868536372,0.246401354784081,0.596371290711326,0.57670804753487
"189",19,3.875,0.7505,9,838,378,1206,727,0.721012844095911,0.389862190644223,0.554336623996528,0.535463258785942,0.238636363636364,0.472099407320376,0.702775580257989
"190",19,3.875,0.7505,10,665,333,969,607,0.766552304630515,0.358806978600775,0.510786182044974,0.522798742138365,0.255760368663594,0.434796580322875,0.732297277174683
"191",20,3.875,1,1,448,218,622,341,0.737983583801074,0.416331470908268,0.542936862244898,0.567807351077313,0.259523809523809,0.479634166576583,0.690250574759693
"192",20,3.875,1,2,1096,408,1282,616,0.782236423712879,0.525675419540146,0.62289120200406,0.64018691588785,0.241420118343195,0.574283310772103,0.601548297259812
"193",20,3.875,1,3,1673,535,1542,404,0.852917723031603,0.738002594033722,0.680215182307232,0.805488685604237,0.257583052479538,0.709108888170477,0.452094366875301
"194",20,3.875,1,4,1331,426,1168,268,0.865400112837148,0.771265431305525,0.678935942164786,0.832395247029393,0.267252195734002,0.725100686735155,0.43476935235329
"195",20,3.875,1,5,729,346,833,500,0.745548454062172,0.424179761408225,0.505249036929997,0.593165174938975,0.293469041560645,0.464714399169111,0.70109805546512
"196",20,3.875,1,6,1147,471,1467,723,0.766973366886862,0.489235917456776,0.603771853347405,0.613368983957219,0.243034055727554,0.546503885402091,0.628787451334424
"197",20,3.875,1,7,4941,1448,4928,1389,0.874136287638677,0.716092971010033,0.709056198144377,0.780568720379147,0.227101631116688,0.712574584577205,0.446551518965987
"198",20,3.875,1,8,1508,561,1801,774,0.801626839210669,0.555172630260431,0.640584115875365,0.660823838737949,0.237510584250635,0.597878373067898,0.576016563214709
"199",20,3.875,1,9,815,360,1224,750,0.720320618323813,0.379815824093216,0.563580591187953,0.520766773162939,0.227272727272727,0.471698207640584,0.706066647678724
"200",20,3.875,1,10,664,324,978,608,0.767034146789168,0.363660917544469,0.523291321969907,0.522012578616352,0.248847926267281,0.443476119757188,0.726130890546794
"201",21,5,0.002,1,654,368,472,135,0.753423562073752,0.695495263259651,0.471472258628222,0.828897338403042,0.438095238095238,0.583483760943936,0.612670227298727
"202",21,5,0.002,2,1341,665,1025,371,0.737999087540784,0.64270002279462,0.497645932338756,0.783294392523365,0.393491124260355,0.570172977566688,0.609760536683499
"203",21,5,0.002,3,1758,861,1216,319,0.783037110717399,0.737664473684211,0.510238907849829,0.846413095811266,0.414540202214733,0.62395169076702,0.568127106403467
"204",21,5,0.002,4,1411,786,808,188,0.765647915141443,0.768054291357841,0.441200924444697,0.882426516572858,0.493099121706399,0.604627607901269,0.61044411145714
"205",21,5,0.002,5,1080,563,616,149,0.720877493372975,0.767957530671119,0.456596142367983,0.878763222131814,0.477523324851569,0.612276836519551,0.595873466695305
"206",21,5,0.002,6,1307,741,1197,563,0.726305441962881,0.512554112554113,0.452945677123183,0.698930481283423,0.382352941176471,0.482749894838648,0.683950247265098
"207",21,5,0.002,7,5812,2870,3506,518,0.848238222025328,0.851179607245174,0.509756670964154,0.918167456556082,0.450125470514429,0.680468139104664,0.532584506980917
"208",21,5,0.002,8,1985,941,1421,297,0.807396137054636,0.783665081372995,0.542000652651021,0.869851007887818,0.398391193903472,0.662832867012008,0.530782644404086
"209",21,5,0.002,9,1180,647,937,385,0.722940668667506,0.584125804262806,0.458271807053587,0.753993610223642,0.408459595959596,0.521198805658196,0.654812571203357
"210",21,5,0.002,10,931,519,783,341,0.731782381242211,0.55422419817345,0.455379726472204,0.731918238993711,0.398617511520737,0.504801962322827,0.667235747950041
"211",22,5,0.2515,1,453,254,586,336,0.731024805359406,0.389558649865687,0.473336486912646,0.574144486692015,0.302380952380952,0.431447568389167,0.727376341254092
"212",22,5,0.2515,2,1156,478,1212,556,0.784188533429188,0.547149224268221,0.581122417640916,0.675233644859813,0.282840236686391,0.564135820954569,0.607722921298155
"213",22,5,0.2515,3,1747,617,1460,330,0.837815249161495,0.773972602739726,0.646823125357756,0.841116995666827,0.297063071738084,0.710397864048741,0.455946076071257
"214",22,5,0.2515,4,1334,499,1095,265,0.860045841072251,0.758747619088414,0.624763684657044,0.834271419637273,0.313048933500627,0.691755651872729,0.478657855813919
"215",22,5,0.2515,5,777,401,778,452,0.736883113835766,0.442659298319741,0.462025820804447,0.632221318144833,0.340118744698897,0.452342559562094,0.708154228258816
"216",22,5,0.2515,6,1188,533,1405,682,0.765882049414193,0.496939501779359,0.567089018843405,0.635294117647059,0.275025799793602,0.532014260311382,0.639227365394914
"217",22,5,0.2515,7,5061,1791,4585,1269,0.869783025702625,0.721216619204391,0.648670473671645,0.799526066350711,0.280897114178168,0.684943546438018,0.481525279620181
"218",22,5,0.2515,8,1619,644,1718,663,0.810949885011068,0.600557177240723,0.615696123353132,0.709465381244522,0.272650296359018,0.608126650296928,0.563123315651462
"219",22,5,0.2515,9,871,453,1131,694,0.730952092813115,0.378934076829857,0.486146627004836,0.556549520766773,0.285984848484849,0.432540351917347,0.72918521054779
"220",22,5,0.2515,10,677,368,934,595,0.760543769140848,0.347930386651044,0.468950166429558,0.532232704402516,0.282642089093702,0.408440276540301,0.749895174011142
"221",23,5,0.501,1,449,234,606,340,0.727678194218118,0.402677910376589,0.510483614381165,0.569074778200254,0.278571428571429,0.456580762378877,0.708307009849149
"222",23,5,0.501,2,1144,447,1243,568,0.78858043466239,0.548913166066421,0.604179252699963,0.668224299065421,0.264497041420118,0.576546209383192,0.596458384218121
"223",23,5,0.501,3,1668,584,1493,409,0.838280486303785,0.726054922973878,0.649880095923261,0.803081367356765,0.281174771304767,0.68796750944857,0.478093403948002
"224",23,5,0.501,4,1332,456,1138,267,0.859731968615893,0.766111508620832,0.656583810912544,0.833020637898687,0.286072772898369,0.711347659766688,0.452950722501588
"225",23,5,0.501,5,753,375,804,476,0.736192288288885,0.432046439891673,0.480872101078299,0.612693246541904,0.318066157760814,0.456459270484986,0.705885432885342
"226",23,5,0.501,6,1164,496,1442,706,0.765423447735413,0.49259866347245,0.588834629529149,0.622459893048128,0.25593395252838,0.5407166465008,0.632750517014476
"227",23,5,0.501,7,5021,1625,4751,1309,0.870399823290737,0.722476851136021,0.678694214537337,0.793206951026856,0.254861982434128,0.700585532836679,0.461751958538371
"228",23,5,0.501,8,1540,593,1769,742,0.804238857873087,0.565849479966845,0.62797706104226,0.674846625766871,0.251058425063506,0.596913270504553,0.575742683489459
"229",23,5,0.501,9,856,413,1171,709,0.731478119856714,0.387183887505013,0.523310647361465,0.546964856230032,0.260732323232323,0.455247267433239,0.713442411358287
"230",23,5,0.501,10,666,347,955,606,0.763468635577583,0.350479106984096,0.490984071629233,0.523584905660377,0.266513056835638,0.420731589306664,0.742323691382526
"231",24,5,0.7505,1,449,227,613,340,0.726274971332006,0.409498880404915,0.525127266942412,0.569074778200254,0.270238095238095,0.467313073673663,0.699858383020511
"232",24,5,0.7505,2,1137,423,1267,575,0.790567798484765,0.552003961082548,0.623125322009024,0.664135514018692,0.250295857988166,0.587564641545786,0.586399359989388
"233",24,5,0.7505,3,1658,546,1531,419,0.838729496938869,0.726322664924886,0.670687575392039,0.79826673086182,0.262879152623977,0.698505120158462,0.464612421762157
"234",24,5,0.7505,4,1330,430,1164,269,0.859653500501804,0.769622981717525,0.675677587947283,0.8317698561601,0.269761606022585,0.722650284832404,0.437902985143444
"235",24,5,0.7505,5,736,353,826,493,0.735995599696616,0.427429729873497,0.500040334476528,0.598860862489829,0.299406276505513,0.463735032175012,0.701266995802384
"236",24,5,0.7505,6,1152,475,1463,718,0.765793750655342,0.4913813459268,0.602141203703704,0.616042780748663,0.245098039215686,0.546761274815252,0.628207659830555
"237",24,5,0.7505,7,4971,1525,4851,1359,0.870792984057514,0.717815743272751,0.695433956092135,0.785308056872038,0.239178168130489,0.706624849682443,0.453921769398981
"238",24,5,0.7505,8,1504,568,1794,778,0.800803846470667,0.551129141153148,0.63513160502279,0.659070990359334,0.24047417442845,0.593130373087969,0.580749817343419
"239",24,5,0.7505,9,835,375,1209,730,0.731613660567335,0.388864665170962,0.55628515695881,0.533546325878594,0.236742424242424,0.472574911064886,0.702791761551551
"240",24,5,0.7505,10,665,331,971,607,0.765176820373108,0.360127664535686,0.513724403173833,0.522798742138365,0.254224270353303,0.436926033854759,0.7307524679117
"241",25,5,1,1,445,217,623,344,0.725692558392178,0.412141667022686,0.541966292134831,0.564005069708492,0.258333333333333,0.477053979578759,0.692827299792349
"242",25,5,1,2,1120,402,1288,592,0.791688671680584,0.546279096766703,0.636398985629755,0.654205607476635,0.237869822485207,0.591339041198229,0.583964743711512
"243",25,5,1,3,1649,526,1551,428,0.839265203483877,0.724049000644745,0.681018799272286,0.79393355801637,0.253249879634088,0.702533899958516,0.459316321617718
"244",25,5,1,4,1326,418,1176,273,0.859771595013508,0.768583042973287,0.683777400546166,0.829268292682927,0.262233375156838,0.726180221759726,0.432884425336485
"245",25,5,1,5,720,344,835,509,0.735874825999609,0.41521903304863,0.501960229950052,0.585842148087876,0.291772688719254,0.458589631499341,0.706765323621789
"246",25,5,1,6,1135,458,1480,735,0.766202684282269,0.48531941031941,0.610634515804931,0.606951871657754,0.236326109391125,0.547976963062171,0.628408567155475
"247",25,5,1,7,4908,1460,4916,1422,0.871141447192374,0.708638395181225,0.704672626260457,0.775355450236967,0.228983688833124,0.706655510720841,0.453640070053845
"248",25,5,1,8,1470,545,1817,812,0.798788293466298,0.537442896164716,0.641808798032337,0.644171779141104,0.2307366638442,0.589625847098526,0.585744071276297
"249",25,5,1,9,815,358,1226,750,0.731603575693033,0.3808275437929,0.566005143459131,0.520766773162939,0.226010101010101,0.473416343626016,0.704799865548174
"250",25,5,1,10,663,322,980,609,0.766301722555527,0.363915094339623,0.525519388896998,0.52122641509434,0.247311827956989,0.44471724161831,0.725371540446738
